udid,observationTime,timeDiff,eclipseType,maxEclipse,timeSubmit,totalBegins,obscuration,flying,hear,perchedAlone,perchedOthers,sing,sitting,swimming,walking,other,eating,obscuration_bins,timeDiff_bins
0022BC5E-BEF3-459E-A34B-C4FADAB415B8,during,0 days 00:00:48.833910,partial,2024-04-08 15:05:00,2024-04-08 15:04:11.166090,2024-04-08 13:47:00,0.825,False,False,True,False,True,True,False,False,False,False,0.8-0.9,"(0 days 00:00:00, 0 days 00:05:00]"
0022BC5E-BEF3-459E-A34B-C4FADAB415B8,during,0 days 00:02:39.454378,partial,2024-04-08 15:05:00,2024-04-08 15:02:20.545622,2024-04-08 13:47:00,0.825,False,True,False,False,True,False,False,False,False,False,0.8-0.9,"(0 days 00:00:00, 0 days 00:05:00]"
009A7715-A68F-4A42-998C-50EC13F86A8C,during,0 days 00:17:52.352412,partial,2024-04-08 15:00:00,2024-04-08 14:42:07.647588,2024-04-08 13:43:00,0.582,False,True,False,False,True,False,False,False,False,False,0-0.8,"(0 days 00:15:00, 0 days 01:00:00]"
009A7715-A68F-4A42-998C-50EC13F86A8C,during,0 days 00:14:27.649367,partial,2024-04-08 15:00:00,2024-04-08 14:45:32.350633,2024-04-08 13:43:00,0.582,True,False,False,True,True,True,False,False,False,False,0-0.8,"(0 days 00:05:00, 0 days 00:15:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,before,0 days 00:13:42.212315,total,2024-04-08 15:07:00,2024-04-08 14:53:17.787685,2024-04-08 15:06:00,1.0,True,False,False,False,False,False,True,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,before,0 days 00:06:03.770493500,total,2024-04-08 15:07:00,2024-04-08 15:01:30.873741,2024-04-08 15:06:00,1.0,True,False,False,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,before,0 days 00:22:25.242862,total,2024-04-08 15:07:00,2024-04-08 14:44:34.757138,2024-04-08 15:06:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,before,0 days 00:01:23.926835,total,2024-04-08 15:07:00,2024-04-08 15:05:36.073165,2024-04-08 15:06:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,during,0 days 00:01:32.259348,total,2024-04-08 15:07:00,2024-04-08 15:08:32.259348,2024-04-08 15:06:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,after,0 days 00:10:23.836823,total,2024-04-08 15:07:00,2024-04-08 15:17:23.836823,2024-04-08 15:06:00,1.0,True,False,False,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,after,0 days 00:05:02.673545,total,2024-04-08 15:07:00,2024-04-08 15:12:02.673545,2024-04-08 15:06:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,after,0 days 00:18:52.690671333,total,2024-04-08 15:07:00,2024-04-08 15:09:54.812830,2024-04-08 15:06:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
00A45886-B4B2-40AC-858F-103F9C7F0CF2,after,0 days 00:17:32.832825,total,2024-04-08 15:07:00,2024-04-08 15:24:32.832825,2024-04-08 15:06:00,1.0,False,False,False,False,False,False,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
00DFEA28-968E-4F2F-A349-176F2E4E5D6F,before,0 days 01:04:03.821680,total,2024-04-08 15:09:00,2024-04-08 14:04:56.178320,2024-04-08 15:09:00,1.0,False,False,False,False,False,False,False,False,False,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
00DFEA28-968E-4F2F-A349-176F2E4E5D6F,before,0 days 01:48:37.271919,total,2024-04-08 15:09:00,2024-04-08 13:20:22.728081,2024-04-08 15:09:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 01:30:00, 0 days 02:00:00]"
00c19814d63d427c,before,0 days 00:26:16.437591,total,2024-04-08 15:07:00,2024-04-08 14:40:43.562409,2024-04-08 15:05:00,1.0,True,False,True,False,True,True,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
00c19814d63d427c,before,0 days 00:28:40.438260,total,2024-04-08 15:07:00,2024-04-08 14:38:19.561740,2024-04-08 15:05:00,1.0,False,True,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
00c19814d63d427c,before,0 days 00:08:17.562284,total,2024-04-08 15:07:00,2024-04-08 14:58:42.437716,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,False,True,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
00c19814d63d427c,during,0 days 00:00:04.639005,total,2024-04-08 15:07:00,2024-04-08 15:07:04.639005,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
00c19814d63d427c,after,0 days 00:08:26.103616,total,2024-04-08 15:07:00,2024-04-08 15:15:26.103616,2024-04-08 15:05:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
015974F6-0794-4518-B457-3E8540A8488B,before,0 days 01:53:09.320380,partial,2024-04-08 15:28:00,2024-04-08 13:34:50.679620,2024-04-08 14:14:00,0.987,False,True,False,False,True,False,False,False,False,False,0.9-0.99,"(0 days 01:30:00, 0 days 02:00:00]"
01C10C0B-4971-49DB-AED7-FF31FF7371D4,before,0 days 01:14:27.178411,total,2024-04-08 15:13:00,2024-04-08 13:58:32.821589,2024-04-08 15:12:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
01cfc5ee90b1b2df,before,0 days 00:09:20.022092,total,2024-04-08 15:06:00,2024-04-08 14:56:39.977908,2024-04-08 15:04:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
01cfc5ee90b1b2df,before,0 days 00:35:16.161083,total,2024-04-08 15:06:00,2024-04-08 14:30:43.838917,2024-04-08 15:04:00,1.0,False,False,True,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
01cfc5ee90b1b2df,before,0 days 00:35:33.348391,total,2024-04-08 15:06:00,2024-04-08 14:30:26.651609,2024-04-08 15:04:00,1.0,False,False,False,False,False,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
01cfc5ee90b1b2df,before,0 days 00:04:40.816394,total,2024-04-08 15:06:00,2024-04-08 15:01:19.183606,2024-04-08 15:04:00,1.0,False,False,True,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
01cfc5ee90b1b2df,during,0 days 00:00:19.289661,total,2024-04-08 15:06:00,2024-04-08 15:06:19.289661,2024-04-08 15:04:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
01cfc5ee90b1b2df,after,0 days 00:05:35.728848,total,2024-04-08 15:06:00,2024-04-08 15:11:35.728848,2024-04-08 15:04:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
024E84FF-5C9F-4B43-9E32-3716FD0A853A,before,0 days 00:10:18.735979,total,2024-04-08 15:13:00,2024-04-08 15:02:41.264021,2024-04-08 15:12:00,1.0,True,False,False,False,True,True,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
024E84FF-5C9F-4B43-9E32-3716FD0A853A,before,0 days 00:17:35.117801,total,2024-04-08 15:13:00,2024-04-08 14:55:24.882199,2024-04-08 15:12:00,1.0,True,False,False,False,False,False,False,False,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
024E84FF-5C9F-4B43-9E32-3716FD0A853A,before,0 days 00:43:07.948204,total,2024-04-08 15:13:00,2024-04-08 14:29:52.051796,2024-04-08 15:12:00,1.0,False,False,False,False,False,True,False,False,True,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
024E84FF-5C9F-4B43-9E32-3716FD0A853A,before,0 days 00:44:17.992590,total,2024-04-08 15:13:00,2024-04-08 14:28:42.007410,2024-04-08 15:12:00,1.0,False,False,False,False,False,False,True,False,True,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
024E84FF-5C9F-4B43-9E32-3716FD0A853A,before,0 days 00:21:13.032210,total,2024-04-08 15:13:00,2024-04-08 14:51:46.967790,2024-04-08 15:12:00,1.0,False,False,False,False,True,True,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
024E84FF-5C9F-4B43-9E32-3716FD0A853A,after,0 days 00:03:11.293764,total,2024-04-08 15:13:00,2024-04-08 15:16:11.293764,2024-04-08 15:12:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
026EDFEA-AD78-4DC2-A310-BC924B7D866A,before,0 days 00:32:37.406746,total,2024-04-08 15:06:00,2024-04-08 14:33:22.593254,2024-04-08 15:04:00,1.0,False,False,True,False,True,True,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
026EDFEA-AD78-4DC2-A310-BC924B7D866A,after,0 days 00:05:50.419750,total,2024-04-08 15:06:00,2024-04-08 15:11:50.419750,2024-04-08 15:04:00,1.0,False,True,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
026EDFEA-AD78-4DC2-A310-BC924B7D866A,after,0 days 00:05:35.219163,total,2024-04-08 15:06:00,2024-04-08 15:11:35.219163,2024-04-08 15:04:00,1.0,False,False,False,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0299c55cb110b912,before,0 days 00:02:05.381356,total,2024-04-08 15:08:00,2024-04-08 15:05:54.618644,2024-04-08 15:06:00,1.0,False,False,False,False,False,False,False,False,True,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
0299c55cb110b912,before,0 days 00:09:46.797248,total,2024-04-08 15:08:00,2024-04-08 14:58:13.202752,2024-04-08 15:06:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0299c55cb110b912,after,0 days 00:12:16.621427,total,2024-04-08 15:08:00,2024-04-08 15:20:16.621427,2024-04-08 15:06:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
03242AFE-8818-4603-A56D-CB55BF7CB514,before,0 days 00:43:13.012633,total,2024-04-08 15:06:00,2024-04-08 14:22:46.987367,2024-04-08 15:04:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03242AFE-8818-4603-A56D-CB55BF7CB514,before,0 days 01:45:21.216445,total,2024-04-08 15:06:00,2024-04-08 13:20:38.783555,2024-04-08 15:04:00,1.0,False,False,False,False,True,True,False,False,False,False,1,"(0 days 01:30:00, 0 days 02:00:00]"
03242AFE-8818-4603-A56D-CB55BF7CB514,before,0 days 00:32:46.521448,total,2024-04-08 15:06:00,2024-04-08 14:33:13.478552,2024-04-08 15:04:00,1.0,True,False,False,False,True,True,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:26:38.961224500,total,2024-04-08 15:07:00,2024-04-08 14:42:33.878428,2024-04-08 15:05:00,1.0,False,False,True,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:40:40.646960,total,2024-04-08 15:07:00,2024-04-08 14:26:19.353040,2024-04-08 15:05:00,1.0,True,False,False,False,False,True,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:34:08.638223,total,2024-04-08 15:07:00,2024-04-08 14:24:11.731116,2024-04-08 15:05:00,1.0,False,False,False,False,False,True,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:37:58.673359,total,2024-04-08 15:07:00,2024-04-08 14:34:15.973748,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:37:00.642730333,total,2024-04-08 15:07:00,2024-04-08 14:29:27.645130,2024-04-08 15:05:00,1.0,True,False,True,False,False,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:39:48.178606,total,2024-04-08 15:07:00,2024-04-08 14:27:11.821394,2024-04-08 15:05:00,1.0,False,False,False,False,False,True,False,True,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:45:28.576804,total,2024-04-08 15:07:00,2024-04-08 14:21:31.423196,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,True,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,before,0 days 00:03:32.730647,total,2024-04-08 15:07:00,2024-04-08 15:03:27.269353,2024-04-08 15:05:00,1.0,True,False,False,False,False,True,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
03249335-ADD6-4A38-81DE-6A3945857DB9,after,0 days 00:13:18.731208,total,2024-04-08 15:07:00,2024-04-08 15:20:18.731208,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,True,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
03351E24-0D88-4119-9C38-6AA1B1CE6EC9,before,0 days 00:49:50.330568,total,2024-04-08 15:07:00,2024-04-08 14:17:09.669432,2024-04-08 15:06:00,1.0,True,True,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03351E24-0D88-4119-9C38-6AA1B1CE6EC9,before,0 days 00:49:21.873409,total,2024-04-08 15:07:00,2024-04-08 14:17:38.126591,2024-04-08 15:06:00,1.0,False,False,False,False,False,True,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
03351E24-0D88-4119-9C38-6AA1B1CE6EC9,before,0 days 00:10:02.290082,total,2024-04-08 15:07:00,2024-04-08 14:56:57.709918,2024-04-08 15:06:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,before,0 days 00:07:37.109525666,total,2024-04-08 15:07:00,2024-04-08 15:02:04.174024,2024-04-08 15:05:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,before,0 days 00:18:17.542561,total,2024-04-08 15:07:00,2024-04-08 14:55:06.700226,2024-04-08 15:05:00,1.0,False,False,False,False,True,False,False,False,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,during,0 days 00:00:25.392620,total,2024-04-08 15:07:00,2024-04-08 15:06:34.607380,2024-04-08 15:05:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:14:01.434602,total,2024-04-08 15:07:00,2024-04-08 15:21:01.434602,2024-04-08 15:05:00,1.0,True,False,True,True,True,False,False,False,True,True,1,"(0 days 00:05:00, 0 days 00:15:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:05:21.985393,total,2024-04-08 15:07:00,2024-04-08 15:12:21.985393,2024-04-08 15:05:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:27:36.291307,total,2024-04-08 15:07:00,2024-04-08 15:34:36.291307,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:29:09.291716,total,2024-04-08 15:07:00,2024-04-08 15:36:09.291716,2024-04-08 15:05:00,1.0,True,False,False,False,False,False,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:23:43.955564,total,2024-04-08 15:07:00,2024-04-08 15:32:15.702640,2024-04-08 15:05:00,1.0,True,False,True,False,True,False,False,True,False,True,1,"(0 days 00:15:00, 0 days 01:00:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:09:06.330936500,total,2024-04-08 15:07:00,2024-04-08 15:16:10.142034,2024-04-08 15:05:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:10:48.797535,total,2024-04-08 15:07:00,2024-04-08 15:17:48.797535,2024-04-08 15:05:00,1.0,False,False,True,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0368B88D-8BD5-4C2B-895A-112242FC89BF,after,0 days 00:10:31.173151,total,2024-04-08 15:07:00,2024-04-08 15:17:31.173151,2024-04-08 15:05:00,1.0,True,False,False,False,False,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
037086d54da7d93a,after,0 days 00:05:28.432909,total,2024-04-08 15:06:00,2024-04-08 15:11:28.432909,2024-04-08 15:04:00,1.0,False,True,False,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
0377AC5C-0266-4A57-B811-75D629CEB300,before,0 days 00:26:27.453538,total,2024-04-08 15:06:00,2024-04-08 14:40:23.398006,2024-04-08 15:04:00,1.0,False,True,False,True,True,True,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03ADC59F-3B82-4AE2-9848-F450E038ECB6,before,0 days 00:27:56.620397,total,2024-04-08 15:07:00,2024-04-08 14:39:03.379603,2024-04-08 15:05:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03ADC59F-3B82-4AE2-9848-F450E038ECB6,before,0 days 00:23:02.226624,total,2024-04-08 15:07:00,2024-04-08 14:43:57.773376,2024-04-08 15:05:00,1.0,False,True,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03C4F56E-27BD-42D7-AD32-372987F973AD,before,0 days 00:58:12.377443,total,2024-04-08 15:29:00,2024-04-08 14:30:47.622557,2024-04-08 15:27:00,1.0,True,False,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03C4F56E-27BD-42D7-AD32-372987F973AD,before,0 days 01:00:23.891769333,total,2024-04-08 15:29:00,2024-04-08 14:37:51.848676,2024-04-08 15:27:00,1.0,True,False,False,False,False,False,False,False,False,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
03C4F56E-27BD-42D7-AD32-372987F973AD,after,0 days 00:39:37.416254,total,2024-04-08 15:29:00,2024-04-08 16:08:37.416254,2024-04-08 15:27:00,1.0,False,False,True,False,True,False,False,False,True,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03C4F56E-27BD-42D7-AD32-372987F973AD,after,0 days 00:15:38.161525,total,2024-04-08 15:29:00,2024-04-08 15:44:38.161525,2024-04-08 15:27:00,1.0,True,False,False,False,False,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
03c7d2e5423652ec,after,0 days 00:15:58.817642,total,2024-04-08 15:07:00,2024-04-08 15:22:58.817642,2024-04-08 15:05:00,1.0,False,True,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
0414C6AB-DB69-401B-8859-1D5E153A98B7,before,0 days 01:58:38.776335,total,2024-04-08 15:07:00,2024-04-08 13:08:21.223665,2024-04-08 15:05:00,1.0,False,False,False,False,False,False,False,True,False,True,1,"(0 days 01:30:00, 0 days 02:00:00]"
0414C6AB-DB69-401B-8859-1D5E153A98B7,before,0 days 00:44:56.852721,total,2024-04-08 15:07:00,2024-04-08 14:22:03.147279,2024-04-08 15:05:00,1.0,False,False,True,False,False,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
0414C6AB-DB69-401B-8859-1D5E153A98B7,during,0 days 00:00:44.179010,total,2024-04-08 15:07:00,2024-04-08 15:07:44.179010,2024-04-08 15:05:00,1.0,False,False,False,False,True,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
0414C6AB-DB69-401B-8859-1D5E153A98B7,after,0 days 00:52:55.405782,total,2024-04-08 15:07:00,2024-04-08 15:59:55.405782,2024-04-08 15:05:00,1.0,False,True,False,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
04305E39-A23C-44FA-8137-B9F0D14C4AE0,before,0 days 00:25:41.442666,total,2024-04-08 15:06:00,2024-04-08 14:40:18.557334,2024-04-08 15:04:00,1.0,False,False,False,False,False,True,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
04305E39-A23C-44FA-8137-B9F0D14C4AE0,before,0 days 01:14:37.891161,total,2024-04-08 15:06:00,2024-04-08 13:51:22.108839,2024-04-08 15:04:00,1.0,False,False,False,False,False,False,False,False,True,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
04308E2D-A96B-4C2E-AB04-27F86CE928B9,during,0 days 00:06:59.109189,partial,2024-04-08 13:39:00,2024-04-08 13:45:59.109189,2024-04-08 12:19:00,0.944,True,False,True,False,False,True,False,False,False,False,0.9-0.99,"(0 days 00:05:00, 0 days 00:15:00]"
04308E2D-A96B-4C2E-AB04-27F86CE928B9,during,0 days 00:53:44.826409,partial,2024-04-08 13:39:00,2024-04-08 14:32:44.826409,2024-04-08 12:19:00,0.946,True,False,False,False,False,False,False,False,False,False,0.9-0.99,"(0 days 00:15:00, 0 days 01:00:00]"
0439625d390f643a,before,0 days 01:25:18.251126,total,2024-04-08 15:26:00,2024-04-08 14:00:41.748874,2024-04-08 15:26:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
046105136d888710,before,0 days 00:44:56.716091,total,2024-04-08 15:08:00,2024-04-08 14:23:03.283909,2024-04-08 15:06:00,1.0,False,False,True,False,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
046105136d888710,before,0 days 00:50:50.023451,total,2024-04-08 15:08:00,2024-04-08 14:17:09.976549,2024-04-08 15:06:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
046105136d888710,before,0 days 00:37:37.743829,total,2024-04-08 15:08:00,2024-04-08 14:30:22.256171,2024-04-08 15:06:00,1.0,True,False,False,True,True,False,False,False,False,False,1,"(0 days 00:15:00, 0 days 01:00:00]"
046105136d888710,during,0 days 00:00:46.797487,total,2024-04-08 15:08:00,2024-04-08 15:07:13.202513,2024-04-08 15:06:00,1.0,False,False,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
046105136d888710,after,0 days 00:10:05.920969,total,2024-04-08 15:08:00,2024-04-08 15:18:05.920969,2024-04-08 15:06:00,1.0,False,False,True,False,True,False,False,False,False,False,1,"(0 days 00:05:00, 0 days 00:15:00]"
046105136d888710,after,0 days 00:03:19.653683,total,2024-04-08 15:08:00,2024-04-08 15:09:42.949017,2024-04-08 15:06:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
046105136d888710,after,0 days 00:02:47.845604,total,2024-04-08 15:08:00,2024-04-08 15:10:47.845604,2024-04-08 15:06:00,1.0,True,False,False,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
047FBD3C-CB27-4EFA-9B02-3FACCAF7F8DD,before,0 days 01:04:26.398876,total,2024-04-08 15:20:00,2024-04-08 14:15:33.601124,2024-04-08 15:18:00,1.0,True,True,False,True,False,False,False,False,False,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
047FBD3C-CB27-4EFA-9B02-3FACCAF7F8DD,before,0 days 01:03:41.407423,total,2024-04-08 15:20:00,2024-04-08 14:16:18.592577,2024-04-08 15:18:00,1.0,False,True,False,False,False,False,False,False,False,False,1,"(0 days 01:00:00, 0 days 01:30:00]"
047FBD3C-CB27-4EFA-9B02-3FACCAF7F8DD,before,0 days 01:02:17.701357,total,2024-04-08 15:20:00,2024-04-08 14:17:42.298643,2024-04-08 15:18:00,1.0,False,False,False,False,False,False,False,True,False,True,1,"(0 days 01:00:00, 0 days 01:30:00]"
047FBD3C-CB27-4EFA-9B02-3FACCAF7F8DD,during,0 days 00:00:16.988970,total,2024-04-08 15:20:00,2024-04-08 15:19:43.011030,2024-04-08 15:18:00,1.0,True,False,False,True,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
047FBD3C-CB27-4EFA-9B02-3FACCAF7F8DD,after,0 days 00:04:39.139171,total,2024-04-08 15:20:00,2024-04-08 15:24:39.139171,2024-04-08 15:18:00,1.0,False,False,False,True,True,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
048a949f4ccfe768,during,0 days 00:14:11.046993,partial,2024-04-08 15:26:00,2024-04-08 15:11:48.953007,2024-04-08 14:11:00,0.97,True,False,True,False,False,False,False,False,False,True,0.9-0.99,"(0 days 00:05:00, 0 days 00:15:00]"
048a949f4ccfe768,during,0 days 00:27:22.402549200,partial,2024-04-08 15:26:00,2024-04-08 15:25:49.464472,2024-04-08 14:11:00,0.97,False,False,True,False,True,False,False,False,False,False,0.9-0.99,"(0 days 00:15:00, 0 days 01:00:00]"
048a949f4ccfe768,during,0 days 00:44:47.811020125,partial,2024-04-08 15:26:00,2024-04-08 14:24:09.249935,2024-04-08 14:11:00,0.97,False,True,False,False,True,False,False,False,False,False,0.9-0.99,"(0 days 00:15:00, 0 days 01:00:00]"
048a949f4ccfe768,during,0 days 00:23:43.198221,partial,2024-04-08 15:26:00,2024-04-08 15:49:43.198221,2024-04-08 14:11:00,0.97,False,False,False,True,False,False,False,False,False,False,0.9-0.99,"(0 days 00:15:00, 0 days 01:00:00]"
048a949f4ccfe768,during,0 days 00:10:55.114295,partial,2024-04-08 15:26:00,2024-04-08 15:15:04.885705,2024-04-08 14:11:00,0.97,True,False,True,False,False,False,False,False,False,False,0.9-0.99,"(0 days 00:05:00, 0 days 00:15:00]"
048a949f4ccfe768,during,0 days 00:26:28.328872,partial,2024-04-08 15:26:00,2024-04-08 15:02:16.740701,2024-04-08 14:11:00,0.97,True,False,False,False,False,False,False,False,False,False,0.9-0.99,"(0 days 00:15:00, 0 days 01:00:00]"
048a949f4ccfe768,during,0 days 00:05:38.494474,partial,2024-04-08 15:26:00,2024-04-08 15:31:38.494474,2024-04-08 14:11:00,0.97,True,False,True,False,True,False,False,False,False,False,0.9-0.99,"(0 days 00:05:00, 0 days 00:15:00]"
04D7D4FE-2527-4292-B973-38B8F82971AB,before,0 days 00:02:16.253957,total,2024-04-08 15:20:00,2024-04-08 15:17:43.746043,2024-04-08 15:18:00,1.0,False,False,True,False,False,False,False,False,False,False,1,"(0 days 00:00:00, 0 days 00:05:00]"
