-3.807539838600615,-140.0,1.046
-2.5591001354458953,-139.9,1.046
-4.015037696553428,-139.8,1.046
-2.3599383584402887,-139.70000000000002,1.046
-3.4698418997985847,-139.60000000000002,1.046
-3.7447255888467303,-139.50000000000003,1.046
-3.7447255888467303,-139.40000000000003,1.046
-2.4774905637560742,-139.30000000000004,1.046
-2.4071966558459543,-139.20000000000005,1.046
-3.5874818821901826,-139.10000000000005,1.046
-3.3866681253461515,-139.00000000000006,1.046
-2.015142487592154,-138.90000000000006,1.047
-2.0151424875921506,-138.80000000000007,1.047
-2.3122864702445725,-138.70000000000007,1.047
-2.16827309785387,-138.60000000000008,1.047
-2.3355898374433863,-138.50000000000009,1.047
-2.373461803067272,-138.4000000000001,1.047
-2.613502561957695,-138.3000000000001,1.047
-2.3348069483329574,-138.2000000000001,1.047
-3.2127786902718967,-138.1000000000001,1.047
-1.987633269257465,-138.0000000000001,1.047
-2.731644214100548,-137.90000000000012,1.047
-2.5332124255890776,-137.80000000000013,1.047
-2.523027309019202,-137.70000000000013,1.047
-1.881024044606832,-137.60000000000014,1.047
-2.312375366588629,-137.50000000000014,1.047
-2.4303640314430446,-137.40000000000015,1.047
-1.8328687021231858,-137.30000000000015,1.047
-1.966280903774944,-137.20000000000016,1.047
-2.1096524784850885,-137.10000000000016,1.047
-2.109652478485085,-137.00000000000017,1.047
-2.7296891783303607,-136.90000000000018,1.047
-2.109146505673074,-136.80000000000018,1.047
-2.7526654561379864,-136.7000000000002,1.047
-2.7526654561379864,-136.6000000000002,1.047
-1.659155707405052,-136.5000000000002,1.047
-2.031420953442609,-136.4000000000002,1.047
-1.5612319489662774,-136.3000000000002,1.047
-1.028049356499416,-136.20000000000022,1.048
-1.2240827011254147,-136.10000000000022,1.048
-1.2240827011254147,-136.00000000000023,1.048
-1.5348860098759545,-135.90000000000023,1.048
-1.3772504081088321,-135.80000000000024,1.048
-1.586773956650859,-135.70000000000024,1.048
-0.883314181583895,-135.60000000000025,1.048
-1.598185806320494,-135.50000000000026,1.048
-1.3667798359111138,-135.40000000000026,1.048
-1.4886364959833642,-135.30000000000027,1.048
-1.6238756617425238,-135.20000000000027,1.048
-0.3241228137751939,-135.10000000000028,1.048
-0.49080215466027255,-135.00000000000028,1.048
-0.2102123650065586,-134.9000000000003,1.048
-0.4542253323841692,-134.8000000000003,1.048
-0.15330156546826856,-134.7000000000003,1.048
-0.153301565468265,-134.6000000000003,1.048
-0.3836034831976143,-134.5000000000003,1.048
-1.5553174746195566,-134.40000000000032,1.048
-1.000359899729137,-134.30000000000032,1.048
-0.7664820777797416,-134.20000000000033,1.048
-1.4625478481463396,-134.10000000000034,1.048
-0.010272765117679938,-134.00000000000034,1.048
-1.1604829070287828,-133.90000000000035,1.048
0.03722774011777119,-133.80000000000035,1.048
0.2740084019629343,-133.70000000000036,1.049
0.27102565604792517,-133.60000000000036,1.049
0.42856362689721905,-133.50000000000037,1.049
0.346353521722758,-133.40000000000038,1.049
-0.6467343814185007,-133.30000000000038,1.049
